case_index,sha256,sha8,arch,decision,source_of_verdict,firmware_dir,binary_name,binary_path,file_type,heartbeat_string_count,heartbeat_string_sample,evidence,case_study_root,binary_path_abs
92,5ee51663962a624c395ce2d9927eaaf5f38c2eb07491ba2a32dfe463d952a894,5ee51663,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-X-V1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Winner edge_3: tls1_process_heartbeat function reads a 2-byte payload length from the wire (v9 = v6[2] | (v6[1] << 8)), then uses that attacker-controlled length to memcpy(v12+3, v10, v9) into a response buffer without validating against actual record length — the exact RFC 6520 Heartbleed pattern. Response type byte set to 2, payload echoed back via ssl3_write_bytes. Corroborated by edge_1 (dtls1_process_heartbeat with identical pattern using dtls1_write_bytes) and edge_2 (ssl3_read_bytes gate: switch case 24 (0x18=TLS1_RT_HEARTBEAT) dispatches to tls1_process_heartbeat, confirming end-to-end integration).",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC303K-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
93,5ee51663962a624c395ce2d9927eaaf5f38c2eb07491ba2a32dfe463d952a894,5ee51663,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC303KP-X-V1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC303KP-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC303KP-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Winner edge_3: tls1_process_heartbeat function reads a 2-byte payload length from the wire (v9 = v6[2] | (v6[1] << 8)), then uses that attacker-controlled length to memcpy(v12+3, v10, v9) into a response buffer without validating against actual record length — the exact RFC 6520 Heartbleed pattern. Response type byte set to 2, payload echoed back via ssl3_write_bytes. Corroborated by edge_1 (dtls1_process_heartbeat with identical pattern using dtls1_write_bytes) and edge_2 (ssl3_read_bytes gate: switch case 24 (0x18=TLS1_RT_HEARTBEAT) dispatches to tls1_process_heartbeat, confirming end-to-end integration).",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC303KP-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC303KP-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
94,5ee51663962a624c395ce2d9927eaaf5f38c2eb07491ba2a32dfe463d952a894,5ee51663,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC303P-X-V2.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC303P-X-V2.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC303P-X-V2.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Winner edge_3: tls1_process_heartbeat function reads a 2-byte payload length from the wire (v9 = v6[2] | (v6[1] << 8)), then uses that attacker-controlled length to memcpy(v12+3, v10, v9) into a response buffer without validating against actual record length — the exact RFC 6520 Heartbleed pattern. Response type byte set to 2, payload echoed back via ssl3_write_bytes. Corroborated by edge_1 (dtls1_process_heartbeat with identical pattern using dtls1_write_bytes) and edge_2 (ssl3_read_bytes gate: switch case 24 (0x18=TLS1_RT_HEARTBEAT) dispatches to tls1_process_heartbeat, confirming end-to-end integration).",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC303P-X-V2.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC303P-X-V2.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
95,5ee51663962a624c395ce2d9927eaaf5f38c2eb07491ba2a32dfe463d952a894,5ee51663,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC305-X-V2.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC305-X-V2.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC305-X-V2.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Winner edge_3: tls1_process_heartbeat function reads a 2-byte payload length from the wire (v9 = v6[2] | (v6[1] << 8)), then uses that attacker-controlled length to memcpy(v12+3, v10, v9) into a response buffer without validating against actual record length — the exact RFC 6520 Heartbleed pattern. Response type byte set to 2, payload echoed back via ssl3_write_bytes. Corroborated by edge_1 (dtls1_process_heartbeat with identical pattern using dtls1_write_bytes) and edge_2 (ssl3_read_bytes gate: switch case 24 (0x18=TLS1_RT_HEARTBEAT) dispatches to tls1_process_heartbeat, confirming end-to-end integration).",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC305-X-V2.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC305-X-V2.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
96,5ee51663962a624c395ce2d9927eaaf5f38c2eb07491ba2a32dfe463d952a894,5ee51663,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC305K-X-V1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC305K-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC305K-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Winner edge_3: tls1_process_heartbeat function reads a 2-byte payload length from the wire (v9 = v6[2] | (v6[1] << 8)), then uses that attacker-controlled length to memcpy(v12+3, v10, v9) into a response buffer without validating against actual record length — the exact RFC 6520 Heartbleed pattern. Response type byte set to 2, payload echoed back via ssl3_write_bytes. Corroborated by edge_1 (dtls1_process_heartbeat with identical pattern using dtls1_write_bytes) and edge_2 (ssl3_read_bytes gate: switch case 24 (0x18=TLS1_RT_HEARTBEAT) dispatches to tls1_process_heartbeat, confirming end-to-end integration).",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC305K-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC305K-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
97,5ee51663962a624c395ce2d9927eaaf5f38c2eb07491ba2a32dfe463d952a894,5ee51663,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC305KP-X-V1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC305KP-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC305KP-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Winner edge_3: tls1_process_heartbeat function reads a 2-byte payload length from the wire (v9 = v6[2] | (v6[1] << 8)), then uses that attacker-controlled length to memcpy(v12+3, v10, v9) into a response buffer without validating against actual record length — the exact RFC 6520 Heartbleed pattern. Response type byte set to 2, payload echoed back via ssl3_write_bytes. Corroborated by edge_1 (dtls1_process_heartbeat with identical pattern using dtls1_write_bytes) and edge_2 (ssl3_read_bytes gate: switch case 24 (0x18=TLS1_RT_HEARTBEAT) dispatches to tls1_process_heartbeat, confirming end-to-end integration).",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC305KP-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC305KP-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
98,5ee51663962a624c395ce2d9927eaaf5f38c2eb07491ba2a32dfe463d952a894,5ee51663,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC305P-X-V2.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC305P-X-V2.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC305P-X-V2.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Winner edge_3: tls1_process_heartbeat function reads a 2-byte payload length from the wire (v9 = v6[2] | (v6[1] << 8)), then uses that attacker-controlled length to memcpy(v12+3, v10, v9) into a response buffer without validating against actual record length — the exact RFC 6520 Heartbleed pattern. Response type byte set to 2, payload echoed back via ssl3_write_bytes. Corroborated by edge_1 (dtls1_process_heartbeat with identical pattern using dtls1_write_bytes) and edge_2 (ssl3_read_bytes gate: switch case 24 (0x18=TLS1_RT_HEARTBEAT) dispatches to tls1_process_heartbeat, confirming end-to-end integration).",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC305P-X-V2.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC305P-X-V2.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
99,5ee51663962a624c395ce2d9927eaaf5f38c2eb07491ba2a32dfe463d952a894,5ee51663,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC313-X-V1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC313-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC313-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Winner edge_3: tls1_process_heartbeat function reads a 2-byte payload length from the wire (v9 = v6[2] | (v6[1] << 8)), then uses that attacker-controlled length to memcpy(v12+3, v10, v9) into a response buffer without validating against actual record length — the exact RFC 6520 Heartbleed pattern. Response type byte set to 2, payload echoed back via ssl3_write_bytes. Corroborated by edge_1 (dtls1_process_heartbeat with identical pattern using dtls1_write_bytes) and edge_2 (ssl3_read_bytes gate: switch case 24 (0x18=TLS1_RT_HEARTBEAT) dispatches to tls1_process_heartbeat, confirming end-to-end integration).",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC313-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC313-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
100,5ee51663962a624c395ce2d9927eaaf5f38c2eb07491ba2a32dfe463d952a894,5ee51663,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-X-V1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Winner edge_3: tls1_process_heartbeat function reads a 2-byte payload length from the wire (v9 = v6[2] | (v6[1] << 8)), then uses that attacker-controlled length to memcpy(v12+3, v10, v9) into a response buffer without validating against actual record length — the exact RFC 6520 Heartbleed pattern. Response type byte set to 2, payload echoed back via ssl3_write_bytes. Corroborated by edge_1 (dtls1_process_heartbeat with identical pattern using dtls1_write_bytes) and edge_2 (ssl3_read_bytes gate: switch case 24 (0x18=TLS1_RT_HEARTBEAT) dispatches to tls1_process_heartbeat, confirming end-to-end integration).",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC313K-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
101,5ee51663962a624c395ce2d9927eaaf5f38c2eb07491ba2a32dfe463d952a894,5ee51663,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC313KP-X-V1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC313KP-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC313KP-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Winner edge_3: tls1_process_heartbeat function reads a 2-byte payload length from the wire (v9 = v6[2] | (v6[1] << 8)), then uses that attacker-controlled length to memcpy(v12+3, v10, v9) into a response buffer without validating against actual record length — the exact RFC 6520 Heartbleed pattern. Response type byte set to 2, payload echoed back via ssl3_write_bytes. Corroborated by edge_1 (dtls1_process_heartbeat with identical pattern using dtls1_write_bytes) and edge_2 (ssl3_read_bytes gate: switch case 24 (0x18=TLS1_RT_HEARTBEAT) dispatches to tls1_process_heartbeat, confirming end-to-end integration).",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC313KP-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC313KP-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
102,5ee51663962a624c395ce2d9927eaaf5f38c2eb07491ba2a32dfe463d952a894,5ee51663,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC315-P--4_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC315-P--4_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC315-P--4_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Winner edge_3: tls1_process_heartbeat function reads a 2-byte payload length from the wire (v9 = v6[2] | (v6[1] << 8)), then uses that attacker-controlled length to memcpy(v12+3, v10, v9) into a response buffer without validating against actual record length — the exact RFC 6520 Heartbleed pattern. Response type byte set to 2, payload echoed back via ssl3_write_bytes. Corroborated by edge_1 (dtls1_process_heartbeat with identical pattern using dtls1_write_bytes) and edge_2 (ssl3_read_bytes gate: switch case 24 (0x18=TLS1_RT_HEARTBEAT) dispatches to tls1_process_heartbeat, confirming end-to-end integration).",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC315-P--4_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC315-P--4_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
103,5ee51663962a624c395ce2d9927eaaf5f38c2eb07491ba2a32dfe463d952a894,5ee51663,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC315-P--6_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC315-P--6_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC315-P--6_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Winner edge_3: tls1_process_heartbeat function reads a 2-byte payload length from the wire (v9 = v6[2] | (v6[1] << 8)), then uses that attacker-controlled length to memcpy(v12+3, v10, v9) into a response buffer without validating against actual record length — the exact RFC 6520 Heartbleed pattern. Response type byte set to 2, payload echoed back via ssl3_write_bytes. Corroborated by edge_1 (dtls1_process_heartbeat with identical pattern using dtls1_write_bytes) and edge_2 (ssl3_read_bytes gate: switch case 24 (0x18=TLS1_RT_HEARTBEAT) dispatches to tls1_process_heartbeat, confirming end-to-end integration).",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC315-P--6_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC315-P--6_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
104,5ee51663962a624c395ce2d9927eaaf5f38c2eb07491ba2a32dfe463d952a894,5ee51663,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC315-X-V1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC315-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC315-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Winner edge_3: tls1_process_heartbeat function reads a 2-byte payload length from the wire (v9 = v6[2] | (v6[1] << 8)), then uses that attacker-controlled length to memcpy(v12+3, v10, v9) into a response buffer without validating against actual record length — the exact RFC 6520 Heartbleed pattern. Response type byte set to 2, payload echoed back via ssl3_write_bytes. Corroborated by edge_1 (dtls1_process_heartbeat with identical pattern using dtls1_write_bytes) and edge_2 (ssl3_read_bytes gate: switch case 24 (0x18=TLS1_RT_HEARTBEAT) dispatches to tls1_process_heartbeat, confirming end-to-end integration).",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC315-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC315-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
105,5ee51663962a624c395ce2d9927eaaf5f38c2eb07491ba2a32dfe463d952a894,5ee51663,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC315KP-X-V1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC315KP-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC315KP-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Winner edge_3: tls1_process_heartbeat function reads a 2-byte payload length from the wire (v9 = v6[2] | (v6[1] << 8)), then uses that attacker-controlled length to memcpy(v12+3, v10, v9) into a response buffer without validating against actual record length — the exact RFC 6520 Heartbleed pattern. Response type byte set to 2, payload echoed back via ssl3_write_bytes. Corroborated by edge_1 (dtls1_process_heartbeat with identical pattern using dtls1_write_bytes) and edge_2 (ssl3_read_bytes gate: switch case 24 (0x18=TLS1_RT_HEARTBEAT) dispatches to tls1_process_heartbeat, confirming end-to-end integration).",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC315KP-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC315KP-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
106,5ee51663962a624c395ce2d9927eaaf5f38c2eb07491ba2a32dfe463d952a894,5ee51663,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC315P-X-V1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC315P-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC315P-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, stripped",2,dtls1_heartbeat | dtls1_process_heartbeat,"Winner edge_3: tls1_process_heartbeat function reads a 2-byte payload length from the wire (v9 = v6[2] | (v6[1] << 8)), then uses that attacker-controlled length to memcpy(v12+3, v10, v9) into a response buffer without validating against actual record length — the exact RFC 6520 Heartbleed pattern. Response type byte set to 2, payload echoed back via ssl3_write_bytes. Corroborated by edge_1 (dtls1_process_heartbeat with identical pattern using dtls1_write_bytes) and edge_2 (ssl3_read_bytes gate: switch case 24 (0x18=TLS1_RT_HEARTBEAT) dispatches to tls1_process_heartbeat, confirming end-to-end integration).",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC315P-X-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC315P-X-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
